candle_begin_time,total_mcap
2022-02-12,800797790300.7065
2022-02-13,799950408997.2836
2022-02-14,807375855006.3191
2022-02-15,845117683686.8652
2022-02-16,833531932919.5488
2022-02-17,768654436206.6323
2022-02-18,759074084513.8174
2022-02-19,760839429983.5286
2022-02-20,728812385562.0258
2022-02-21,703124071471.9604
2022-02-22,726121533658.467
2022-02-23,707390766255.1685
2022-02-24,727072550320.2944
2022-02-25,743827806937.9651
2022-02-26,741789694058.8636
2022-02-27,715351995827.5436
2022-02-28,819414782676.4858
2022-03-01,841491170715.6188
2022-03-02,833361543694.8212
2022-03-03,805466458784.8894
2022-03-04,742617908334.9551
2022-03-05,747638613405.0668
2022-03-06,729062407067.3235
2022-03-07,722305696827.8224
2022-03-08,735156346354.6825
2022-03-09,796787661848.9329
2022-03-10,748513363763.2888
2022-03-11,736353069777.3984
2022-03-12,738459914963.8784
2022-03-13,718481905385.9568
2022-03-14,753013859089.5624
2022-03-15,746821744421.0917
2022-03-16,781131586213.314
2022-03-17,777515183730.3104
2022-03-18,793688176484.0153
2022-03-19,801124017583.0887
2022-03-20,783260570383.7473
2022-03-21,780074755650.1799
2022-03-22,804437952235.6941
2022-03-23,814620088888.6893
2022-03-24,834943671214.3531
2022-03-25,842351457245.0148
2022-03-26,845283757076.2146
2022-03-27,889385706663.2979
2022-03-28,895273041065.3322
2022-03-29,901733146417.0488
2022-03-30,894116777851.5396
2022-03-31,865202119215.7301
2022-04-01,879359612625.1272
2022-04-02,871556728552.7275
2022-04-03,882703992270.52
2022-04-04,885964854050.0988
2022-04-05,865734982990.9701
2022-04-06,821131605926.809
2022-04-07,826814841542.5598
2022-04-08,803736501494.3905
2022-04-09,813175789801.5968
2022-04-10,802293412896.6733
2022-04-11,751274786459.2981
2022-04-12,762819737793.6
2022-04-13,782617115810.2125
2022-04-14,759245303310.8246
2022-04-15,771033872659.1781
2022-04-16,768615440639.7158
2022-04-17,755201997822.5757
2022-04-18,776330593865.9153
2022-04-19,789227424712.8164
2022-04-20,786828424698.8236
2022-04-21,770762297842.5143
2022-04-22,755827581232.705
2022-04-23,751045477435.1343
2022-04-24,750755023763.852
2022-04-25,769607056243.2291
2022-04-26,725113482674.1309
2022-04-27,746531438328.5474
2022-04-28,756698317681.62
2022-04-29,734589762489.806
2022-04-30,717596901508.7197
2022-05-01,731986764311.8784
